beta.(Intercept),beta.veg1,alpha.(Intercept),alpha.sal,alpha.twg,delta.(Intercept),delta.sal,delta.fish,delta.turb
-1.031004,2.041417,1.124743,-0.02970468,0.005294592,1.084112,-0.04105567,-0.00182822,0.001763696
-0.8591306,1.824901,1.124743,-0.02970468,0.005294592,1.098738,-0.04230011,-0.001397892,0.002249342
-0.8591306,1.824901,1.231569,-0.02585789,0.0005424439,1.089083,-0.04915826,-0.001873188,0.002624591
-0.6449411,1.872082,1.256715,-0.02335473,-0.004535874,1.094367,-0.0389505,-0.001698335,0.001841085
-0.6449411,1.872082,0.9745134,-0.0217246,0.008581104,1.090524,-0.04382468,-0.001772184,0.00247755
-0.6449411,1.872082,1.396748,-0.04011662,-0.001300226,1.037999,-0.03892577,-0.001170674,0.001658042
-0.6449411,1.872082,0.9333972,-0.02360217,0.007140766,1.092108,-0.03998653,-0.001893087,0.002184888
0.05630494,1.060962,1.108734,-0.0236239,0.001038549,0.9291438,-0.0394012,-0.001494922,0.002589508
-0.8053438,1.366157,1.285269,-0.02900896,-0.003891081,1.040383,-0.04143728,-0.001175125,0.00220853
-0.4702547,1.089084,0.7405219,-0.01572381,0.01185296,0.9861254,-0.03406134,-0.001315248,0.001761228
-1.047166,1.697736,0.7381694,-0.01387207,0.006066957,0.9508237,-0.03999208,-0.001054298,0.002354054
-0.8712729,1.969863,1.011731,-0.02426525,0.004261167,0.9016185,-0.03966785,-0.00168604,0.002378358
-0.3200752,1.206075,1.011731,-0.02426525,0.004261167,1.013424,-0.04174279,-0.001641613,0.00224312
-0.5961961,1.166082,1.333031,-0.02918931,-0.00366202,1.020874,-0.04254754,-0.001401953,0.002449771
-0.1521118,0.9624121,1.033345,-0.01922576,0.00377154,1.003231,-0.04131118,-0.001467949,0.001934289
-0.1521118,0.9624121,0.7963375,-0.01381695,-0.001263477,1.214597,-0.04662152,-0.001653731,0.001536458
-0.1521118,0.9624121,1.542808,-0.04651311,0.004700102,1.044669,-0.04732139,-0.001883241,0.002769012
-0.1521118,0.9624121,1.151777,-0.02536011,0.001066479,1.011126,-0.04196788,-0.001512972,0.001990047
-0.4101052,1.442895,1.244376,-0.02897738,0.003177141,1.204461,-0.03836305,-0.001719107,0.001243834
-0.4101052,1.442895,1.515275,-0.03887967,-0.001672079,1.103529,-0.03635944,-0.001441688,0.001538976
-0.4101052,1.442895,0.9628869,-0.01220464,0.004572898,1.108543,-0.04281514,-0.001596689,0.002277766
-0.4101052,1.442895,0.9628869,-0.01220464,0.004572898,1.001932,-0.0438078,-0.0009417637,0.001946324
-0.4101052,1.442895,1.269122,-0.02767999,0.00278573,0.9787434,-0.04649221,-0.001682419,0.002897586
-0.4101052,1.442895,0.9817603,-0.02773296,-0.001680378,1.154131,-0.04948263,-0.00188934,0.00249532
-0.4956977,1.560279,1.020841,-0.01806513,0.001132063,1.042769,-0.04191971,-0.001919067,0.002308939
-0.9662755,1.195338,0.8077813,-0.01940826,0.0004190281,1.000459,-0.03859055,-0.001042147,0.002042735
-0.9266081,1.275709,0.8077813,-0.01940826,0.0004190281,1.212761,-0.04216063,-0.001292927,0.001407722
-0.9266081,1.275709,0.8077813,-0.01940826,0.0004190281,1.005009,-0.04204061,-0.001741957,0.00234814
-1.057398,1.803251,1.103676,-0.02928624,-0.001247194,1.287545,-0.04743488,-0.001398487,0.001644876
-1.057398,1.803251,1.00868,-0.01563419,0.0003738647,0.9123296,-0.0360324,-0.0008963465,0.001953585
-0.8012698,1.757968,1.205305,-0.02675874,-6.333157e-05,1.001275,-0.03719919,-0.001272076,0.001809502
-0.632858,1.654932,1.235392,-0.03216351,0.0004820009,0.8598156,-0.03814313,-0.001523168,0.00255582
-0.632858,1.654932,1.092433,-0.02070067,0.0002768874,0.8235232,-0.04345656,-0.001056246,0.002885573
-0.790573,1.425001,1.219399,-0.03573614,0.003247258,0.8235232,-0.04345656,-0.001056246,0.002885573
-0.790573,1.425001,1.468946,-0.04276071,0.0002018719,1.029859,-0.03514054,-0.001493961,0.002071859
-0.790573,1.425001,1.02287,-0.03053865,0.007204462,1.016933,-0.04141092,-0.001298727,0.002087855
-0.9013692,1.844552,1.02287,-0.03053865,0.007204462,1.01737,-0.0362426,-0.001694318,0.00166502
-0.8502937,1.677398,1.22618,-0.03237183,0.002300874,1.205981,-0.04652259,-0.001780415,0.002348644
-0.8502937,1.677398,1.163734,-0.02919767,0.003107774,0.9821278,-0.03566429,-0.001435995,0.001959006
-0.9608445,1.697203,1.105254,-0.02404839,0.00230803,0.7808901,-0.03468248,-0.00132753,0.002573911
-0.8507208,1.176699,1.360411,-0.04018547,0.002385532,1.146314,-0.03819507,-0.0006952875,0.0008429435
-0.8507208,1.176699,1.202914,-0.03076982,0.003269576,0.8368603,-0.03486534,-0.001073639,0.002318707
-0.3033129,0.6126555,1.202914,-0.03076982,0.003269576,1.030473,-0.04469836,-0.001575496,0.002365365
-0.3033129,0.6126555,1.117111,-0.02614068,-0.0007213205,1.121821,-0.04494016,-0.001833657,0.002092505
-0.8406811,1.512505,1.300859,-0.04017579,0.00117565,0.9589326,-0.03380183,-0.001229398,0.001689488
-0.8406811,1.512505,1.071195,-0.0185589,0.005029772,1.166303,-0.0425237,-0.00146651,0.001879716
-0.8406811,1.512505,1.077576,-0.01513047,0.003179293,1.070384,-0.05248209,-0.002132352,0.003080661
-1.050999,1.351871,1.422493,-0.03341383,-0.00292599,1.257395,-0.04513192,-0.001451581,0.001386784
-1.050999,1.351871,1.209801,-0.02963949,-0.0009889853,0.9553726,-0.04387232,-0.001825289,0.002775388
-0.7100237,1.035549,1.266356,-0.0304186,7.294585e-05,0.9553726,-0.04387232,-0.001825289,0.002775388
-0.7298681,1.48204,1.266356,-0.0304186,7.294585e-05,1.108474,-0.04157006,-0.001307484,0.001833607
-0.7298681,1.48204,1.258038,-0.02304545,-0.003398108,1.116866,-0.03701914,-0.001375489,0.001606975
-1.55354,1.918073,1.166587,-0.03156719,-0.008105385,1.125985,-0.03887909,-0.001313672,0.001660294
-0.7227779,0.9028542,1.001485,-0.02643854,0.004645552,0.8775644,-0.04108141,-0.001597043,0.002521464
-0.7227779,0.9028542,1.001485,-0.02643854,0.004645552,1.354786,-0.05128826,-0.00191,0.001907738
-0.3853274,0.697802,1.001485,-0.02643854,0.004645552,1.323825,-0.0402995,-0.001610462,0.000964473
-0.3853274,0.697802,0.8460277,-0.02185676,0.004618659,0.9857671,-0.03629823,-0.001045199,0.001809804
-0.6075636,1.225106,1.309644,-0.03843935,0.0006900738,1.041017,-0.04169778,-0.002005588,0.001844287
-0.6075636,1.225106,1.258112,-0.03114649,0.001637413,1.041017,-0.04169778,-0.002005588,0.001844287
-0.6075636,1.225106,1.368375,-0.03211663,-0.004297785,1.027426,-0.04531249,-0.001728375,0.002505746
-0.0928748,0.7490706,1.08667,-0.02966636,0.003301623,1.091684,-0.03686559,-0.00110109,0.001390968
-0.0928748,0.7490706,1.499247,-0.03568368,-0.00528997,1.055496,-0.04511048,-0.001686114,0.002825434
-0.0928748,0.7490706,1.529756,-0.04654637,0.0001743358,1.024996,-0.0280963,-0.001009252,0.001215618
-0.0928748,0.7490706,1.371817,-0.03774482,0.001154244,1.024996,-0.0280963,-0.001009252,0.001215618
-0.7439719,1.133178,1.227553,-0.03415374,0.00429987,1.063365,-0.035793,-0.001146953,0.001589066
-0.515648,1.079545,1.032343,-0.0208656,0.004776966,1.08013,-0.03850166,-0.001555318,0.002046641
-1.249881,1.712857,0.9905971,-0.01677572,0.003148782,1.022052,-0.03985858,-0.00150728,0.001878322
-1.297144,2.082895,0.9905971,-0.01677572,0.003148782,1.087413,-0.04634249,-0.001362976,0.002389777
-0.8273999,1.389752,1.252518,-0.02533848,0.002374816,1.087413,-0.04634249,-0.001362976,0.002389777
-0.6767533,0.9720901,1.005161,-0.03082167,0.002611484,0.9891021,-0.04501548,-0.001615772,0.00275435
-0.6767533,0.9720901,0.9161404,-0.02360045,0.005397139,1.150889,-0.04180378,-0.001558074,0.001469765
-0.9535665,2.183979,1.413963,-0.03946391,-0.001024416,1.007574,-0.03177716,-0.0008777422,0.001512053
-0.9535665,2.183979,0.9639706,-0.01821122,0.005057677,1.007574,-0.03177716,-0.0008777422,0.001512053
-0.7770218,1.796208,0.9639706,-0.01821122,0.005057677,0.9939269,-0.0386717,-0.001666745,0.002035438
-0.7770218,1.796208,1.088011,-0.03053722,0.005181261,1.181011,-0.04763149,-0.001995823,0.002183567
-0.2811199,1.352593,1.397011,-0.03361542,0.0004563136,1.069942,-0.0398715,-0.001265205,0.001754853
-0.5303412,1.043935,1.424776,-0.03995526,0.006134097,1.009336,-0.04556946,-0.001448448,0.002227303
-0.5303412,1.043935,1.354667,-0.04560425,-0.001693623,0.9685308,-0.03972156,-0.001721754,0.002275817
-0.2750722,1.292876,1.091746,-0.02734295,0.001569563,1.006816,-0.04297755,-0.001725625,0.002300523
-1.29222,1.975343,1.091746,-0.02734295,0.001569563,0.9240313,-0.03752312,-0.000570275,0.0017677
-0.5365735,1.31059,1.091746,-0.02734295,0.001569563,1.274348,-0.03869759,-0.001554691,0.001709851
-0.6268349,1.414541,1.886573,-0.05664674,-0.004845838,1.001592,-0.033584,-0.001502581,0.001959887
-0.3897592,1.235756,1.635161,-0.04542586,-0.003126633,1.001592,-0.033584,-0.001502581,0.001959887
-0.5602569,0.9119713,1.480555,-0.04142295,-0.0009116725,1.084923,-0.03976594,-0.001296669,0.001728542
-0.5602569,0.9119713,1.202151,-0.034821,0.004401036,1.059366,-0.0378202,-0.001680786,0.002247256
-0.5602569,0.9119713,1.202151,-0.034821,0.004401036,1.080086,-0.04086191,-0.001420009,0.001938215
-0.5602569,0.9119713,1.29889,-0.03712183,-0.001837964,0.9668746,-0.04099966,-0.001281359,0.002216899
-0.5602569,0.9119713,1.448912,-0.04403505,-0.004645906,1.128991,-0.04227195,-0.002013247,0.002154799
-0.6822637,1.472111,1.011178,-0.01825819,0.004341994,1.19875,-0.04028398,-0.001139912,0.001416841
-0.6304153,1.343448,1.20009,-0.0299888,-0.005026472,1.100231,-0.04131005,-0.001463325,0.001772073
-0.2539303,1.224994,1.22174,-0.03435392,0.004061399,0.9863302,-0.04441796,-0.001298468,0.002085188
-1.057613,1.921044,1.266455,-0.03880454,6.045731e-05,1.196703,-0.04882006,-0.002164608,0.002261941
-1.063274,2.198042,0.6834755,-0.006967353,0.00487783,1.114853,-0.0449571,-0.001725574,0.00225726
-1.264747,2.552902,0.74523,-0.01632109,0.00438232,1.074908,-0.03309619,-0.000979689,0.001409214
-0.8431963,1.27971,0.74523,-0.01632109,0.00438232,1.060116,-0.0500198,-0.001553154,0.002613269
-0.4843594,1.538544,0.74523,-0.01632109,0.00438232,1.188004,-0.03981552,-0.001099713,0.001457769
-0.9170912,1.623652,1.196276,-0.02374705,1.843685e-05,1.130907,-0.0486628,-0.001851556,0.002618215
-0.9720185,1.516554,0.830553,-0.007335012,0.003481121,1.089755,-0.04272524,-0.001342999,0.002025279
-0.7967365,1.781639,1.325761,-0.03029246,-0.00298939,1.197479,-0.03828716,-0.0009929093,0.001264805
-1.268969,1.765948,1.400199,-0.02995422,0.003514777,1.144554,-0.04133328,-0.001310713,0.001666212
-0.7758009,1.134678,1.400199,-0.02995422,0.003514777,1.096525,-0.04103953,-0.001623576,0.001842433
-0.7758009,1.134678,1.203345,-0.02531991,0.002395532,0.9264213,-0.03466872,-0.00110955,0.001809377
-0.7758009,1.134678,1.203345,-0.02531991,0.002395532,1.204565,-0.03732244,-0.001641801,0.001304541
-0.7758009,1.134678,1.203345,-0.02531991,0.002395532,1.065429,-0.03714675,-0.0011298,0.001305296
-0.6570958,1.409556,0.9176235,-0.02133,0.001724978,1.008281,-0.04189176,-0.00153767,0.002243053
-0.6570958,1.409556,0.9176235,-0.02133,0.001724978,1.055495,-0.04023702,-0.001361373,0.002241611
-0.8325691,1.732015,0.9176235,-0.02133,0.001724978,1.009724,-0.03118706,-0.001085017,0.001378785
-1.182193,2.229787,0.9176235,-0.02133,0.001724978,1.348498,-0.04251971,-0.002064803,0.001872187
-0.4896614,1.410006,1.070176,-0.02597628,0.003896248,0.9541985,-0.04055735,-0.001383897,0.002036492
-0.7174666,1.82048,1.070176,-0.02597628,0.003896248,1.017638,-0.04066333,-0.001668552,0.002428037
-0.7174666,1.82048,1.070176,-0.02597628,0.003896248,1.021188,-0.0392084,-0.001403699,0.001986723
-1.021342,1.63792,1.102473,-0.02526134,0.003871879,1.018245,-0.04472944,-0.0008797641,0.002143881
-0.5156898,1.084591,1.315599,-0.02804406,-0.0009509676,1.018245,-0.04472944,-0.0008797641,0.002143881
-0.5156898,1.084591,1.280652,-0.03933014,0.002375357,1.149851,-0.04941895,-0.001806534,0.002531719
-0.5156898,1.084591,1.164357,-0.03109906,-0.005646778,0.9957349,-0.0386065,-0.001006504,0.002123546
-0.6464106,1.021774,1.091002,-0.02932189,0.0006393964,0.8444385,-0.0410588,-0.001479134,0.002804357
-1.142272,1.906038,1.247531,-0.03759421,0.001775613,0.9245815,-0.03911622,-0.00121441,0.002434777
-1.014223,1.502111,0.8658997,-0.02480701,-0.001817639,1.127632,-0.04352817,-0.001684331,0.00226458
-0.8928157,1.310521,0.8658997,-0.02480701,-0.001817639,0.9867889,-0.04130334,-0.001496628,0.002384659
-0.8712298,0.9688909,1.409682,-0.02836927,0.0001032513,1.026077,-0.03878424,-0.002046464,0.001832342
-0.8712298,0.9688909,1.54288,-0.04201734,-0.001090288,0.9704554,-0.0507513,-0.00162928,0.002926984
-0.2360421,0.7334626,1.031788,-0.02532768,-0.0001364904,0.9536788,-0.04271549,-0.001962254,0.002635057
-0.2360421,0.7334626,1.281627,-0.03020456,0.0003913794,1.082211,-0.03800083,-0.0012651,0.001570929
-0.5414143,1.2135,1.083974,-0.03260343,0.002689833,1.228018,-0.04307752,-0.001699148,0.001836125
-0.5414143,1.2135,1.318965,-0.03718215,-0.003588338,0.9740283,-0.04157467,-0.001575196,0.002391048
-0.5414143,1.2135,1.483036,-0.0382013,-0.001634868,1.051659,-0.0404891,-0.001925026,0.002256465
-0.3788125,0.9565359,1.14156,-0.02846359,0.00912669,0.948213,-0.04000793,-0.00166415,0.002625702
-0.3788125,0.9565359,1.284129,-0.0361834,0.007175288,1.072239,-0.03691898,-0.00174631,0.001513679
-0.3788125,0.9565359,1.536883,-0.03574131,-8.995164e-05,1.237581,-0.05115621,-0.001350803,0.002011537
-0.6977559,1.425348,1.410602,-0.04054379,0.000328338,1.026306,-0.04788085,-0.001694295,0.002434111
-1.065673,1.152371,1.342166,-0.03274464,-0.0005404522,1.078864,-0.04705211,-0.001482253,0.002209717
-0.7031723,1.422549,1.35041,-0.03678885,0.001473022,0.9250011,-0.04308809,-0.00143509,0.002670727
-0.8207487,1.163783,1.2888,-0.03023367,0.001626598,1.24011,-0.04214996,-0.001695975,0.00152637
-0.8207487,1.163783,1.363805,-0.03808675,-0.002853158,1.18563,-0.04504113,-0.001560116,0.001551799
-0.7346467,2.01999,1.369964,-0.04123374,-0.003464492,0.9226602,-0.04561317,-0.001938826,0.003229368
-0.4950391,1.277941,0.9935731,-0.01643183,0.001895573,0.9758506,-0.04231697,-0.001729074,0.002717735
-0.9898616,1.910873,0.9131479,-0.02469479,0.006333533,1.066697,-0.04578019,-0.001513352,0.002252873
-1.121424,2.388863,1.221565,-0.02358078,0.001070443,1.000182,-0.04452869,-0.002020222,0.002612203
-1.121424,2.388863,0.9799591,-0.02198402,0.004995962,1.06122,-0.04714783,-0.002135997,0.002502188
-0.4295813,1.095836,1.303841,-0.03330899,0.001475642,1.251564,-0.04869701,-0.002636913,0.002430776
-0.4315607,0.3747739,1.180965,-0.03150048,0.004483315,1.084918,-0.04148272,-0.002030779,0.00214527
-0.4315607,0.3747739,1.000529,-0.02776497,0.003173083,1.055562,-0.04898543,-0.001682284,0.002856008
-0.4315607,0.3747739,1.588562,-0.04914623,0.001051691,1.055562,-0.04898543,-0.001682284,0.002856008
-0.4315607,0.3747739,1.396454,-0.04096838,-0.003043229,0.9612879,-0.03842345,-0.001326825,0.002074715
-0.3498177,0.8477951,0.8900556,-0.01846756,-0.000132368,0.9481638,-0.04550817,-0.001376887,0.002581169
-0.3498177,0.8477951,1.278093,-0.02932753,-0.005395496,0.9481638,-0.04550817,-0.001376887,0.002581169
-0.3498177,0.8477951,1.149205,-0.0272528,0.0002024811,1.109775,-0.0337261,-0.001436995,0.001287397
-0.3498177,0.8477951,1.362452,-0.04819355,0.002537163,1.038643,-0.03849654,-0.001689197,0.00189714
-0.3498177,0.8477951,1.362452,-0.04819355,0.002537163,1.008329,-0.03956038,-0.001284269,0.00207087
-1.315831,2.084999,1.13146,-0.02942421,-0.001881079,1.078946,-0.03498373,-0.001305702,0.001560772
-0.4369053,0.9887209,1.30647,-0.04373098,0.001343188,1.094538,-0.04419711,-0.00137487,0.002022762
-0.4369053,0.9887209,1.29529,-0.0409622,0.003245926,0.9946579,-0.04296192,-0.00176186,0.002812939
-1.312418,2.175698,1.512876,-0.04670189,0.001208949,1.233178,-0.04255419,-0.002031397,0.002044545
-0.8348632,1.048778,1.292533,-0.0269273,-0.002881592,1.065815,-0.04901032,-0.001725182,0.002624652
-0.8348632,1.048778,1.42405,-0.03513783,0.005761091,0.8928674,-0.04157248,-0.001825183,0.003154235
-0.3130784,1.363805,1.229963,-0.03331647,-0.0005572159,0.9309315,-0.03755726,-0.001189658,0.00226828
-0.6329292,1.567306,1.373331,-0.03908386,0.000734217,1.091612,-0.04914535,-0.001438824,0.00250179
-1.115577,1.68701,1.066906,-0.03109444,-0.0008110744,0.9744052,-0.03574883,-0.001477682,0.001939586
-0.5437727,1.705544,0.8762687,-0.01922543,-0.0005135882,0.9921953,-0.03300225,-0.001207424,0.001651904
-0.5437727,1.705544,0.9068251,-0.0147047,0.007815832,0.9589674,-0.03612823,-0.001633779,0.002138357
-0.5474093,1.490126,0.9068251,-0.0147047,0.007815832,0.9840753,-0.04656051,-0.001407581,0.002649633
-0.703003,1.063064,1.105099,-0.02731988,0.002600394,1.14063,-0.04384659,-0.001690156,0.002185944
-0.703003,1.063064,0.7996302,-0.01611524,-0.0005561066,1.063337,-0.03577298,-0.001351455,0.001832396
-0.703003,1.063064,0.7996302,-0.01611524,-0.0005561066,1.063337,-0.03577298,-0.001351455,0.001832396
-0.703003,1.063064,1.436715,-0.03923679,0.0003443453,1.04043,-0.03930404,-0.001331666,0.001853742
-1.187919,1.810599,1.34221,-0.03534577,-0.001666216,1.09594,-0.0544745,-0.002102226,0.003265344
-0.4662291,0.5738006,1.34221,-0.03534577,-0.001666216,1.09594,-0.0544745,-0.002102226,0.003265344
-0.4662291,0.5738006,1.263876,-0.0327935,0.005435957,1.023716,-0.05357674,-0.001861888,0.003081838
-0.8460043,1.434529,1.263876,-0.0327935,0.005435957,1.118651,-0.04045361,-0.001855935,0.002020622
-0.8460043,1.434529,1.242286,-0.03171771,-0.003769914,1.138548,-0.045607,-0.001604956,0.001954875
-0.7135521,1.775933,1.077494,-0.01984084,0.004342078,1.116094,-0.03898247,-0.001595967,0.001676849
-0.4729816,1.515629,1.3924,-0.03240818,0.0009912082,1.28132,-0.03926589,-0.001771132,0.001061601
-0.4729816,1.515629,1.521756,-0.04557747,-0.003047136,1.093657,-0.04300144,-0.002280496,0.002578525
-1.12581,1.763454,1.738408,-0.04171997,-0.007309422,1.125671,-0.03739007,-0.001629011,0.001483288
-0.7365565,1.63888,1.157175,-0.02481378,0.0006169942,1.099522,-0.0360733,-0.001750792,0.001524564
-0.8409157,1.489098,1.22873,-0.03062568,0.001297149,1.124957,-0.03641268,-0.001662122,0.001526848
-0.8409157,1.489098,1.534615,-0.04299799,0.002515718,0.9197359,-0.04148311,-0.001367523,0.00251102
-0.8409157,1.489098,1.534615,-0.04299799,0.002515718,1.038327,-0.04349314,-0.001954623,0.002147637
-0.1361121,0.8612781,1.060585,-0.02863376,-7.886421e-05,1.049313,-0.05490691,-0.001848919,0.003052425
-0.1361121,0.8612781,1.163352,-0.03036448,0.000161265,0.9456896,-0.04912789,-0.001851463,0.003042478
-0.7211624,1.383445,0.8763144,-0.02020577,0.00751871,1.168858,-0.03629747,-0.001468346,0.001389488
-1.30149,2.169706,0.8763144,-0.02020577,0.00751871,0.9899952,-0.04407082,-0.001291799,0.002448228
-0.9079368,2.021305,0.9799171,-0.0265849,0.008006323,1.089907,-0.04136698,-0.001473897,0.001975435
-0.8346556,2.173111,0.8727606,-0.02284563,0.01191673,1.049271,-0.04051397,-0.001322759,0.002018897
-0.5316302,0.9302178,0.8727606,-0.02284563,0.01191673,1.135412,-0.03842253,-0.00167698,0.001719209
-0.5316302,0.9302178,0.8727606,-0.02284563,0.01191673,0.9399243,-0.03849081,-0.001433349,0.00218546
-0.5591567,1.433752,1.08181,-0.02306537,-0.000551953,1.073194,-0.03677963,-0.001414602,0.001323424
-0.5360409,1.006864,1.08181,-0.02306537,-0.000551953,1.101033,-0.03208226,-0.001460476,0.001130935
-0.5360409,1.006864,0.8704026,-0.0196942,0.007762931,1.012913,-0.03800934,-0.001128481,0.002026799
-0.5360409,1.006864,0.8704026,-0.0196942,0.007762931,1.071583,-0.0405977,-0.001181173,0.001458754
-0.9696638,1.478707,0.8704026,-0.0196942,0.007762931,1.089075,-0.04264003,-0.001485631,0.002183323
-0.9696638,1.478707,1.567628,-0.03763652,0.002745119,1.06107,-0.0449806,-0.001533643,0.002238233
-0.9696638,1.478707,1.567628,-0.03763652,0.002745119,1.08409,-0.04600699,-0.001049699,0.002140498
-0.9681749,2.072479,1.416698,-0.04119548,3.313977e-05,1.212004,-0.04327674,-0.001517564,0.001700164
-1.26683,1.601,1.176685,-0.02860005,0.0003622838,1.105388,-0.04146628,-0.001353395,0.001643957
-0.7623861,1.370064,1.238955,-0.03197871,0.005050101,1.105491,-0.04647061,-0.001107272,0.002194263
-0.4658917,1.187931,1.238955,-0.03197871,0.005050101,0.9383155,-0.04575524,-0.001391142,0.002362527
-0.3694257,1.614152,0.9583971,-0.02352155,0.001418773,1.077518,-0.03415649,-0.001316269,0.00141704
-0.3694257,1.614152,0.981107,-0.01768459,0.009083464,1.162536,-0.04036862,-0.001347778,0.001478438
-0.3778336,1.002613,0.981107,-0.01768459,0.009083464,1.010065,-0.03525451,-0.00139802,0.00184855
-0.3778336,1.002613,0.981107,-0.01768459,0.009083464,1.124275,-0.03516569,-0.001023169,0.001258348
-0.3778336,1.002613,1.402085,-0.04710263,0.003452172,1.000583,-0.03814289,-0.001513959,0.001975767
-0.3778336,1.002613,1.1852,-0.03555393,0.001584034,0.9386077,-0.03734138,-0.001037848,0.002006143
-0.3778336,1.002613,1.175958,-0.03545981,0.004888415,1.034193,-0.0351166,-0.001330614,0.00162916
-0.3778336,1.002613,1.010661,-0.02089686,0.001168499,1.034193,-0.0351166,-0.001330614,0.00162916
-0.5190423,0.9352496,1.010661,-0.02089686,0.001168499,0.9138318,-0.03847428,-0.0009779785,0.001842918
