beta.(Intercept),beta.veg1,alpha.(Intercept),alpha.sal,alpha.twg,delta.(Intercept),delta.sal,delta.fish,delta.turb
-0.7001114,1.296288,1.310488,-0.04187285,0.003940309,1.059642,-0.03988605,-0.001340508,0.002161587
-0.7001114,1.296288,1.313954,-0.03586895,0.006830211,0.9563121,-0.03781028,-0.001327248,0.00227411
-0.7001114,1.296288,1.446124,-0.03753047,0.004106002,0.9229441,-0.03388312,-0.001463286,0.002554092
-0.9225205,0.9847557,1.071406,-0.02319145,0.006557222,1.002338,-0.04117962,-0.001440142,0.002314567
-0.6502878,1.389434,1.312583,-0.0379591,0.004350614,0.9309747,-0.03244875,-0.001385017,0.001948875
-0.4494485,0.7858674,1.137084,-0.03190006,-0.002024297,1.209261,-0.03707945,-0.00158098,0.001312745
-0.4494485,0.7858674,0.9644923,-0.02118732,0.00130822,0.967485,-0.03715162,-0.001788387,0.002218325
-0.8333222,1.614645,0.9644923,-0.02118732,0.00130822,1.018338,-0.03868914,-0.001175765,0.001706904
-1.285691,1.727057,1.243892,-0.03579846,0.0002878311,1.078607,-0.04217998,-0.001437117,0.002277917
-1.285691,1.727057,1.223532,-0.03518063,0.003465563,0.9126349,-0.04294081,-0.001129255,0.002426075
-0.4743414,0.9384456,1.430389,-0.04216803,-0.000440289,0.9848188,-0.04345588,-0.001310106,0.002428419
-0.4743414,0.9384456,1.044049,-0.02810266,0.004231366,1.11712,-0.04819312,-0.002031474,0.002458105
-0.4743414,0.9384456,0.9467777,-0.01797563,-0.002965302,1.11712,-0.04819312,-0.002031474,0.002458105
-0.4743414,0.9384456,1.13529,-0.03310126,0.003725282,0.9330679,-0.04740313,-0.001241551,0.002788658
0.03978543,0.5451805,1.018848,-0.02589135,0.003406507,0.9330679,-0.04740313,-0.001241551,0.002788658
-0.5119402,1.125986,1.212449,-0.03126906,0.00234015,1.138994,-0.04595457,-0.001585523,0.001954221
-0.5119402,1.125986,1.155363,-0.02794155,0.005181025,0.8744655,-0.03979065,-0.001487343,0.002346294
-0.5119402,1.125986,1.700677,-0.03395503,-0.0001132059,1.090419,-0.04657361,-0.001758665,0.00235451
-0.5119402,1.125986,0.6824919,-0.004564527,0.003540888,0.9410783,-0.03973965,-0.001773738,0.002330468
-0.9430793,1.169216,0.8509408,-0.01793891,0.002765802,1.028513,-0.04054826,-0.001470804,0.00226994
-0.9430793,1.169216,1.36712,-0.02815728,-0.00422245,1.085313,-0.04689554,-0.001336835,0.00232143
-0.7201119,1.196026,1.277131,-0.03641688,0.00152657,0.995772,-0.04302015,-0.001649817,0.002543433
-0.7201119,1.196026,1.431789,-0.02968979,-0.001918844,1.166296,-0.04405382,-0.002119523,0.002221536
-0.7832653,1.588074,1.020059,-0.02761435,0.00434237,0.9426311,-0.0378362,-0.001368074,0.002354164
-0.7897816,1.848383,1.296481,-0.02800946,-0.004414524,1.081112,-0.03199887,-0.001467887,0.001322558
-0.5699056,1.402615,1.168328,-0.02862487,-0.0003918884,1.053978,-0.03661708,-0.001819222,0.001691906
-0.5676792,1.491175,1.171773,-0.02693027,-0.003696714,1.111178,-0.0439236,-0.001712868,0.002051121
-0.5797363,1.306796,1.310574,-0.04082059,0.001798719,1.20081,-0.04864958,-0.001939809,0.002282879
-0.7499125,1.835257,1.115151,-0.02160195,0.0009246093,1.220317,-0.03632786,-0.001811636,0.001203195
-0.5211074,1.315759,1.115151,-0.02160195,0.0009246093,1.162845,-0.03099657,-0.001788993,0.001137723
-0.557404,0.7696343,1.455671,-0.04052897,-0.004579373,1.074178,-0.03634674,-0.001605866,0.001899063
-0.557404,0.7696343,1.005104,-0.02668685,0.006990255,1.003018,-0.04420155,-0.001604235,0.002001518
-0.03993441,0.4825222,1.429438,-0.03695823,-0.003115555,0.8611122,-0.05180151,-0.00118878,0.003092389
-0.03993441,0.4825222,1.228704,-0.03898889,-0.002693607,0.8393708,-0.04502141,-0.001365195,0.002968625
-0.235497,1.326766,1.164825,-0.02512459,-0.0004949734,1.084453,-0.03396539,-0.001689546,0.001386004
-0.235497,1.326766,1.22428,-0.03166395,0.001831447,0.8475694,-0.04468873,-0.0009908442,0.002630919
-0.235497,1.326766,1.224616,-0.03176364,0.003725062,0.9838131,-0.04364934,-0.001939486,0.002325282
-0.9356247,1.888969,1.224616,-0.03176364,0.003725062,1.187937,-0.04455276,-0.001791158,0.002030317
-0.9356247,1.888969,1.373822,-0.03927143,-2.099731e-05,1.194955,-0.0498073,-0.001926689,0.002451324
-0.8132162,1.043592,1.445166,-0.03700053,-0.001868073,1.173851,-0.0440631,-0.001484166,0.001804218
-0.8132162,1.043592,1.393051,-0.04494728,-0.001166622,1.034682,-0.04633947,-0.001017121,0.002282452
-1.055134,1.431068,1.394009,-0.03346221,0.001238273,1.109972,-0.03424322,-0.001685426,0.001480774
-0.8012236,1.285901,1.037979,-0.02039146,0.001491477,1.109972,-0.03424322,-0.001685426,0.001480774
-0.8012236,1.285901,1.037979,-0.02039146,0.001491477,1.055659,-0.04102222,-0.001268783,0.001824437
-0.8012236,1.285901,1.156991,-0.03749688,0.003003091,1.034675,-0.04539934,-0.001591253,0.002461208
-0.8012236,1.285901,1.50762,-0.03997772,-0.003288629,1.02046,-0.03725067,-0.001201853,0.001587517
-0.8012236,1.285901,1.298411,-0.03955632,0.0007791276,1.084105,-0.0396152,-0.001719041,0.00212916
-0.8012236,1.285901,1.357607,-0.03368098,-0.00519054,1.159506,-0.04539248,-0.002027949,0.001968964
-0.8012236,1.285901,1.133597,-0.03868839,0.007453454,0.8812615,-0.03054533,-0.001076142,0.00190984
-1.005178,1.402391,1.356657,-0.03901891,0.003394615,1.047372,-0.04317886,-0.00141492,0.002078487
-0.1023249,0.7149784,1.499047,-0.04693187,-0.0003746113,1.120999,-0.04381202,-0.001413536,0.001943747
-0.1023249,0.7149784,1.378593,-0.03586209,-0.002105259,0.9661086,-0.04175678,-0.00147569,0.002462725
-0.1023249,0.7149784,1.21473,-0.02296513,0.002087467,1.051527,-0.0453754,-0.001840026,0.002610227
-0.1023249,0.7149784,0.9353653,-0.01911895,0.005145981,0.9933421,-0.03383172,-0.001839156,0.001992266
-0.1023249,0.7149784,0.9353653,-0.01911895,0.005145981,0.975678,-0.03596266,-0.001004011,0.001293443
-0.8348368,1.665109,0.9353653,-0.01911895,0.005145981,0.9656188,-0.03495333,-0.001158696,0.001770664
-0.1090146,0.3995195,0.9353653,-0.01911895,0.005145981,1.292125,-0.03823663,-0.001569323,0.001015564
-0.1090146,0.3995195,1.359162,-0.04165169,0.002172878,1.042915,-0.03820499,-0.001826989,0.002256425
-0.1090146,0.3995195,1.505816,-0.05023809,-0.00324343,1.244111,-0.03282485,-0.0013707,0.0008617284
-0.1090146,0.3995195,1.62982,-0.04982388,0.0003652533,1.00445,-0.04272563,-0.001357655,0.002526406
0.1025726,0.8620509,1.279533,-0.03410208,0.004037776,1.117729,-0.03989576,-0.0009566713,0.001558749
0.1025726,0.8620509,1.320031,-0.03528847,-0.0008662983,1.198817,-0.04047285,-0.00132541,0.001287848
0.1025726,0.8620509,1.320031,-0.03528847,-0.0008662983,1.060454,-0.0400293,-0.001382409,0.002229195
0.1025726,0.8620509,1.067751,-0.02506794,-0.003064756,1.159094,-0.03487128,-0.001431626,0.001066133
-0.8880793,1.56653,1.165813,-0.03434715,3.005169e-05,0.9141643,-0.04238011,-0.0009201537,0.002034796
-0.8356101,1.176461,1.293356,-0.03366132,0.001595015,0.8897744,-0.03728107,-0.001024549,0.00200752
-0.8356101,1.176461,1.152747,-0.03129824,0.004674099,1.126602,-0.03593402,-0.001103817,0.001305058
-0.8666073,1.699319,1.19372,-0.03254639,0.004280952,0.8875641,-0.03579749,-0.00101378,0.002147245
-0.6043542,1.965251,1.130655,-0.02715106,0.004110455,1.056163,-0.03685871,-0.001190095,0.001592788
-0.7743846,1.820704,0.8891472,-0.02442105,0.01054748,0.9929026,-0.03590362,-0.001246308,0.001782593
-0.7743846,1.820704,0.8891472,-0.02442105,0.01054748,1.104398,-0.04063303,-0.001242258,0.00176939
-0.8553082,1.887554,1.05359,-0.03078146,0.005784386,0.9862191,-0.03368361,-0.001136789,0.001598275
-0.8553082,1.887554,1.298988,-0.03300987,0.008902612,1.060227,-0.04947203,-0.001525862,0.002635076
-0.8553082,1.887554,1.26265,-0.03059961,-0.0004471045,0.9059587,-0.04172623,-0.001286898,0.002410279
-0.6572942,1.678774,1.128017,-0.01952674,-0.001784555,0.8756986,-0.0418699,-0.001179834,0.002465523
-0.6572942,1.678774,1.517294,-0.03515443,-0.001204423,0.935693,-0.04089291,-0.0008742711,0.002208546
-0.7121448,1.068097,1.588768,-0.03472937,-0.002430382,0.935693,-0.04089291,-0.0008742711,0.002208546
-0.7121448,1.068097,1.18588,-0.03704277,7.300254e-05,1.139601,-0.03624224,-0.001236141,0.001547218
-0.7121448,1.068097,0.9267909,-0.01807942,0.004473482,1.139601,-0.03624224,-0.001236141,0.001547218
-0.4092547,0.8690741,1.373926,-0.03895173,-0.003247368,1.106929,-0.04155119,-0.001156319,0.001868677
-0.4092547,0.8690741,1.245218,-0.03143058,-0.003171567,0.9371573,-0.0494474,-0.001376976,0.003000676
-0.4092547,0.8690741,1.064371,-0.02752791,-0.003041798,1.12781,-0.03551082,-0.001449482,0.001327837
-0.407105,0.9639256,1.30796,-0.03013143,0.008941637,1.124702,-0.03660589,-0.001286258,0.001567148
-0.407105,0.9639256,1.166499,-0.01920559,-0.0003441358,0.9790687,-0.04598983,-0.001324502,0.002455868
-0.407105,0.9639256,1.194493,-0.0275103,0.0009424913,0.8843588,-0.04394258,-0.001246877,0.002511461
-0.4860141,1.108083,1.152251,-0.0257833,-0.00118449,1.032926,-0.03889884,-0.001485716,0.001964247
-0.8212159,1.848194,1.455047,-0.03641711,-0.00258474,0.921589,-0.03697832,-0.001348831,0.001812444
-0.8212159,1.848194,1.21321,-0.03494814,0.00407496,1.140999,-0.05064334,-0.001721038,0.002582704
-0.7419909,1.211512,1.043983,-0.02000848,0.002423856,1.168062,-0.04614978,-0.001665022,0.002175084
-0.5493678,1.542546,1.153189,-0.02635776,0.0004423923,1.034614,-0.03184086,-0.000972807,0.001126015
-1.094722,0.9896655,0.8729493,-0.0160278,-0.001198044,1.058329,-0.04141763,-0.00185147,0.002322705
-1.116126,1.927384,1.320772,-0.03728935,0.002162692,1.210787,-0.04333281,-0.001574528,0.001701007
-0.4748468,1.007417,1.333521,-0.0381932,-0.001430653,1.00197,-0.04162814,-0.001704645,0.002458744
-0.9614055,1.563786,1.228684,-0.02619879,-0.001529159,1.056501,-0.03044477,-0.001360263,0.00139646
-0.8311264,1.531373,1.512408,-0.04771546,-0.001270085,0.959108,-0.03773257,-0.001608964,0.001888869
-1.232886,2.370158,1.565548,-0.04463397,-0.006590903,1.024135,-0.03686244,-0.001276375,0.002046901
-0.688423,1.21332,1.331414,-0.03861249,-0.0003929807,1.008802,-0.04110605,-0.00169087,0.002693818
-0.6065928,1.648838,1.338654,-0.0378729,0.001986416,0.9410788,-0.04193239,-0.001521875,0.002413725
-0.7011285,1.408973,1.424194,-0.03724806,-0.001587252,1.131525,-0.03782762,-0.001826539,0.001805385
-0.7011285,1.408973,1.545786,-0.04879121,0.0002015192,1.086523,-0.04073548,-0.001535662,0.001751897
-0.7705464,2.011494,0.8665794,-0.01781003,0.004906513,1.22597,-0.04612019,-0.001779109,0.001996454
-0.7705464,2.011494,0.8665794,-0.01781003,0.004906513,0.9763102,-0.0333463,-0.00152275,0.001969626
-1.125929,1.602121,1.003356,-0.02671506,0.004392919,1.005282,-0.04360078,-0.001367196,0.002327029
-1.125929,1.602121,1.003356,-0.02671506,0.004392919,1.061046,-0.04584066,-0.001162613,0.002387944
-1.125929,1.602121,1.003356,-0.02671506,0.004392919,1.169071,-0.04461208,-0.00133176,0.0018594
-0.170217,0.8246363,1.22174,-0.02770778,0.001304248,1.069656,-0.03470014,-0.000960322,0.001337581
-0.170217,0.8246363,1.349084,-0.03869863,0.0006183869,1.081734,-0.03855046,-0.001276225,0.001643301
-0.170217,0.8246363,1.050209,-0.03056504,0.003104611,0.9947186,-0.0369658,-0.001612424,0.002296288
-0.170217,0.8246363,0.8032381,-0.01764436,0.004411868,1.19505,-0.04235863,-0.001249764,0.001441046
-0.8184175,1.715471,0.8032381,-0.01764436,0.004411868,1.083691,-0.0286019,-0.001298298,0.0009759364
-0.8184175,1.715471,0.8032381,-0.01764436,0.004411868,1.083691,-0.0286019,-0.001298298,0.0009759364
-0.5854752,1.17604,1.384183,-0.02899933,0.004371417,1.040086,-0.03389771,-0.001752751,0.001911471
0.02371741,0.916522,1.168808,-0.02881625,0.007464765,0.8573527,-0.03703823,-0.00197474,0.002504628
-0.4800413,1.27033,0.9989826,-0.01982203,0.005392569,1.094269,-0.04237041,-0.002650883,0.002556306
-0.4800413,1.27033,1.136036,-0.02303815,0.001057534,1.050649,-0.03441216,-0.00170296,0.0016798
-0.2884981,0.8245348,1.30226,-0.03201417,-0.001986957,1.056146,-0.03660672,-0.001800962,0.001820724
-0.2884981,0.8245348,1.286345,-0.03041392,0.001539236,1.043902,-0.03736841,-0.001658652,0.001908809
-0.2884981,0.8245348,1.203373,-0.03342284,0.006222644,0.9357941,-0.04212554,-0.00113768,0.002537047
-0.2884981,0.8245348,1.559404,-0.05090123,-0.001976127,0.9907046,-0.04362675,-0.00213789,0.002538873
-0.6055753,1.194455,1.269807,-0.02955631,0.003815397,0.9862838,-0.04748025,-0.001598479,0.002660755
-0.6864759,1.335182,1.142861,-0.02531584,0.00300664,0.9862838,-0.04748025,-0.001598479,0.002660755
-1.051248,1.398648,1.311195,-0.0301182,-0.0006961564,0.9880782,-0.04418647,-0.001888807,0.002652705
-1.051248,1.398648,1.125625,-0.02954012,0.00511367,0.9606401,-0.04274519,-0.001289054,0.002302714
-1.051248,1.398648,1.288744,-0.03246261,-0.001640911,1.186305,-0.04522941,-0.001567767,0.001774169
-0.6780818,1.20357,1.426566,-0.04056087,0.002069675,0.907324,-0.03949857,-0.001500337,0.002196584
-0.6780818,1.20357,1.467952,-0.04330423,0.0008048077,0.9266561,-0.03396276,-0.001331561,0.00197013
-0.6780818,1.20357,1.5301,-0.04297704,0.001380323,0.9266561,-0.03396276,-0.001331561,0.00197013
-0.8167565,1.481499,0.9539288,-0.02677757,0.008264329,0.9801519,-0.04020377,-0.001883794,0.002281218
-0.8167565,1.481499,1.319999,-0.04159367,0.005997155,0.9801519,-0.04020377,-0.001883794,0.002281218
-0.8167565,1.481499,1.379493,-0.03133101,-0.0005817537,1.082324,-0.04564212,-0.001858977,0.002396559
-0.7549248,1.222461,1.341531,-0.04038825,0.002334498,1.023201,-0.03877948,-0.001542828,0.001737827
-0.3850921,1.176401,1.406346,-0.03701362,0.0006838351,0.9913943,-0.04114699,-0.001169261,0.001981546
-0.6055148,0.7512562,1.317868,-0.03470541,0.005015751,0.90353,-0.04764192,-0.0012948,0.002716072
-0.1896153,0.5787702,1.2697,-0.04260902,0.003416386,1.131612,-0.03576815,-0.001090823,0.0009780015
-0.5883923,1.513331,1.019019,-0.02012641,-0.001478111,1.082674,-0.04213424,-0.001222793,0.001565472
-0.5883923,1.513331,1.243589,-0.03428675,0.005514633,0.9036886,-0.04323751,-0.001282668,0.002499024
-0.5883923,1.513331,1.184521,-0.03083393,0.002507652,1.014352,-0.04135936,-0.00092354,0.001890645
-0.4877142,1.555424,0.6984823,-0.01300916,0.004854831,0.98461,-0.0448457,-0.001949726,0.003033809
-0.8549348,1.755353,1.332739,-0.0346829,-0.001802982,1.05169,-0.04307596,-0.00131356,0.002490764
-0.8549348,1.755353,1.313516,-0.03783781,-0.0002332666,0.9914882,-0.04227765,-0.001400482,0.00242906
-0.8014821,1.194664,1.043681,-0.02340867,-0.00099697,1.192614,-0.03943098,-0.001332076,0.001259874
-0.8014821,1.194664,1.242236,-0.0219511,0.000464068,1.142955,-0.04500009,-0.001874911,0.001888016
-1.129672,1.60563,1.312344,-0.03959009,0.0001306112,1.127643,-0.03901035,-0.001692483,0.001547017
-1.141472,1.733182,1.391354,-0.0357862,-0.0006284604,0.9361245,-0.03768865,-0.002074032,0.002641476
-1.141472,1.733182,1.532323,-0.04135619,-0.0003989682,0.9361245,-0.03768865,-0.002074032,0.002641476
-1.56812,2.031651,1.097119,-0.02444376,0.003549767,1.073621,-0.04228132,-0.001799905,0.001965987
-0.3028715,1.302867,1.096578,-0.03216466,-0.001056035,1.11076,-0.03928346,-0.001774302,0.001852924
-0.3028715,1.302867,1.00565,-0.020599,-0.0009860399,1.083278,-0.04228452,-0.001873124,0.002194042
-0.6448332,1.849836,1.005034,-0.01089034,0.003522478,1.142934,-0.03341339,-0.001612073,0.00151235
-1.099201,1.558884,1.820291,-0.04857965,-0.004184724,0.9533134,-0.05111893,-0.001232799,0.002869976
-0.5389842,1.48667,1.440606,-0.03686935,0.000663132,0.9982975,-0.04688816,-0.001504607,0.002763239
-0.5389842,1.48667,1.440606,-0.03686935,0.000663132,1.023102,-0.0430099,-0.001472034,0.002283203
-0.5389842,1.48667,1.268684,-0.04433599,0.004258017,1.164172,-0.04991462,-0.001578854,0.002299041
-1.001131,1.485687,1.025505,-0.016143,0.001547104,0.9455573,-0.0401048,-0.00146101,0.002764055
-1.052008,1.930425,1.125953,-0.03406206,0.002323481,0.9953981,-0.02818666,-0.0007883589,0.0009607296
-1.199258,1.755057,1.762308,-0.0410679,-0.004796737,1.079652,-0.03729433,-0.001079102,0.001761824
-1.338067,2.131074,1.308424,-0.03208872,-0.002383793,1.029505,-0.0292071,-0.001030884,0.001006726
-1.338067,2.131074,0.8682274,-0.02016667,0.01085712,1.18298,-0.04604989,-0.001319276,0.002097143
-0.9240735,1.869105,0.8682274,-0.02016667,0.01085712,1.007221,-0.04043072,-0.0008799469,0.002110711
-0.6199244,1.23336,1.078488,-0.02526791,0.004856546,1.225836,-0.04120485,-0.001235544,0.001264464
-0.6199244,1.23336,1.110633,-0.02590744,-0.0007216931,0.901119,-0.03829267,-0.001070295,0.00213859
-0.6199244,1.23336,0.9891972,-0.02509687,0.008317988,1.003219,-0.04248121,-0.001608597,0.002792386
-0.6211933,1.261503,0.9720506,-0.02414356,0.00405828,1.222931,-0.04137379,-0.001722368,0.001608866
-0.6211933,1.261503,1.114154,-0.02503499,0.0009183653,0.9293489,-0.03653321,-0.0008674077,0.001662119
-0.6211933,1.261503,0.8867446,-0.01266267,0.001992913,1.151243,-0.04125207,-0.001538606,0.001710512
-0.6211933,1.261503,0.8867446,-0.01266267,0.001992913,1.220266,-0.0458824,-0.001306843,0.001596415
-0.6211933,1.261503,1.038562,-0.02384119,0.005440205,0.9812671,-0.03841104,-0.001277128,0.001967798
-0.5788975,1.410083,1.069681,-0.02498548,0.003781523,1.248547,-0.04665578,-0.001493061,0.001754405
-0.5260859,1.367946,1.445042,-0.03983729,0.001144689,0.9357871,-0.04353851,-0.001128242,0.002491604
-0.5260859,1.367946,1.340533,-0.02860966,0.003277173,0.9357871,-0.04353851,-0.001128242,0.002491604
-0.5260859,1.367946,1.391288,-0.02997721,-0.0009872273,1.164744,-0.04524367,-0.001533382,0.002222799
-0.5260859,1.367946,1.199118,-0.03092725,0.00738166,1.169639,-0.04505106,-0.001539491,0.001805425
-0.9004947,1.538942,1.024883,-0.03191905,0.009942973,1.051951,-0.05229515,-0.001704592,0.003067713
-1.144295,1.860592,1.024883,-0.03191905,0.009942973,0.8137594,-0.03938953,-0.0007880473,0.002511308
-1.400107,2.203211,1.024883,-0.03191905,0.009942973,1.110922,-0.04273172,-0.001456015,0.002083816
-1.270093,2.277597,0.6492366,-0.0115242,0.002854832,1.077472,-0.03352014,-0.001338204,0.001518103
-1.057792,1.652155,1.165342,-0.02491302,0.002115707,1.130212,-0.04135092,-0.001466252,0.001659461
-1.057792,1.652155,0.9122067,-0.01366544,0.0004118109,1.061261,-0.04477344,-0.001856614,0.002715342
-1.057792,1.652155,1.40357,-0.03147172,-0.005661004,0.9003118,-0.04867973,-0.001773109,0.003314939
-1.057792,1.652155,0.9285633,-0.01662907,0.001275629,1.105576,-0.04105391,-0.001497296,0.001800552
-1.112674,1.309757,1.505826,-0.0421397,-0.0007525568,0.9752788,-0.04020635,-0.001511077,0.002363664
-1.112674,1.309757,1.591407,-0.04442349,-0.003248995,0.9824797,-0.04019022,-0.001327445,0.002326359
-1.006935,1.849257,1.078365,-0.02919571,-0.002048613,1.101439,-0.02845919,-0.0008155251,0.0008862914
-1.006935,1.849257,1.348786,-0.03267337,0.0008180531,0.9002217,-0.04075125,-0.001263331,0.002399694
-0.9745156,2.002905,1.505795,-0.03680392,-0.001370666,1.087588,-0.04235064,-0.001151434,0.001564002
-0.9071042,1.761755,1.137604,-0.03060459,0.0004649233,1.060944,-0.04205506,-0.001203438,0.002160491
-0.9071042,1.761755,1.063352,-0.02858695,0.002886772,0.9582579,-0.04517059,-0.001795638,0.003016967
-0.9071042,1.761755,1.063352,-0.02858695,0.002886772,1.201148,-0.03950369,-0.001394249,0.001488856
-0.9071042,1.761755,1.18531,-0.03116282,-0.002158393,1.147518,-0.02651407,-0.001272835,0.0008416952
-0.9071042,1.761755,1.165914,-0.02322828,0.0005912672,0.9919758,-0.04698055,-0.001814472,0.003053187
-0.8163385,1.815668,1.107569,-0.0302106,-0.0008928533,1.006587,-0.0407712,-0.001590296,0.002252415
-0.6164171,1.155877,1.103997,-0.0322052,-0.0004803622,1.234794,-0.04298675,-0.001282044,0.001349531
-0.6164171,1.155877,1.103997,-0.0322052,-0.0004803622,1.164641,-0.04453883,-0.002126674,0.00260343
-0.6164171,1.155877,1.349022,-0.04014458,-0.002175212,0.8698244,-0.0407115,-0.001173992,0.002645857
-0.6164171,1.155877,1.127123,-0.02268636,-0.002247691,1.132388,-0.04871197,-0.001125647,0.002271728
-0.6164171,1.155877,1.246608,-0.03894579,0.002409907,0.9593225,-0.03942136,-0.001559059,0.002282515
-0.6164171,1.155877,1.146632,-0.02473024,0.0002453024,1.12463,-0.04548972,-0.001534115,0.002090804
-0.6345017,1.509043,1.232376,-0.02583545,0.001822851,0.9251591,-0.04354347,-0.0008013574,0.002456687
-0.9888341,1.542126,1.458864,-0.04085637,-0.0001420887,0.9251591,-0.04354347,-0.0008013574,0.002456687
-0.7633328,0.8844304,0.9919645,-0.0289331,0.004450794,0.9251591,-0.04354347,-0.0008013574,0.002456687
-0.7633328,0.8844304,1.26814,-0.03042995,-0.001496966,1.01384,-0.04098528,-0.00186857,0.002287449
-0.5467416,1.24239,1.15704,-0.03555276,0.005459774,1.136784,-0.04396166,-0.00168506,0.002081037
-0.5467416,1.24239,1.053269,-0.02057101,0.002465121,1.011333,-0.03762338,-0.001406789,0.002009142
-0.5467416,1.24239,0.656669,-0.002749361,0.001111445,1.108064,-0.04416444,-0.001360667,0.002066589
-0.8748888,1.802383,1.027746,-0.02447132,0.0002305694,0.9562137,-0.04353773,-0.001884642,0.002679825
-0.8748888,1.802383,0.9581728,-0.0262126,0.003789678,1.105212,-0.03883764,-0.001286252,0.001818825
-1.013421,1.71845,0.9581728,-0.0262126,0.003789678,0.9613048,-0.04716488,-0.001695652,0.003130658
-0.9229222,2.269812,1.252483,-0.03171029,0.003428347,0.9613048,-0.04716488,-0.001695652,0.003130658
-0.700216,1.519598,1.462283,-0.04483865,-0.001253619,0.9070821,-0.03646003,-0.0008241881,0.002142469
-0.700216,1.519598,1.396604,-0.04346145,0.004535821,1.222595,-0.04543083,-0.001724502,0.001800299
-0.700216,1.519598,1.139038,-0.02736334,0.001426323,1.053932,-0.03881875,-0.001431523,0.00181854
-0.4805327,1.440146,1.263871,-0.03488938,0.002568997,0.9188004,-0.03644492,-0.001776743,0.002164205
-0.6343663,1.721021,1.480007,-0.04425037,0.003863128,1.136923,-0.04105863,-0.001396084,0.001789143
-1.23567,1.700422,1.104399,-0.02968846,0.001310491,1.032016,-0.04742415,-0.001708223,0.002676158
-0.8019426,1.666535,1.191295,-0.02490574,-0.003680039,0.7223591,-0.03910553,-0.001122348,0.00293359
-1.045808,1.547452,1.44498,-0.0313809,0.0003234594,1.067584,-0.04010799,-0.001365259,0.001840009
-1.045808,1.547452,0.945627,-0.01895638,-0.0005534354,1.001475,-0.04319969,-0.001299159,0.002182452
-0.6843595,1.59877,0.945627,-0.01895638,-0.0005534354,0.9329661,-0.0354862,-0.001386985,0.001895813
-0.538824,1.21494,1.175234,-0.02458301,0.002592466,1.174113,-0.04159838,-0.002227644,0.001787294
-0.538824,1.21494,1.124861,-0.02051418,-0.003628414,1.123713,-0.04709776,-0.002073387,0.002407065
-0.538824,1.21494,1.238688,-0.02615997,-0.0002563597,1.025733,-0.03626417,-0.001515181,0.001889299
-0.3163507,0.8806186,0.89007,-0.01561597,0.001574312,1.120367,-0.04430518,-0.001554488,0.002106863
-0.3163507,0.8806186,1.187469,-0.03462845,0.001103415,1.1697,-0.03923724,-0.001785494,0.001662998
-0.3528475,1.436122,1.187469,-0.03462845,0.001103415,1.128705,-0.04120224,-0.00185944,0.001827727
-0.7049959,1.223323,1.187469,-0.03462845,0.001103415,1.128446,-0.03677229,-0.001693428,0.001620549
-0.6926778,0.9875363,1.248141,-0.03082861,-0.003006099,1.32003,-0.0488602,-0.001907873,0.00161668
-0.5694424,1.104979,1.09107,-0.02853387,0.000691722,1.074422,-0.03862531,-0.001228334,0.001868748
-0.7365003,1.110275,1.193699,-0.03679699,-0.003062103,1.140655,-0.04025226,-0.0007573216,0.001440358
-0.7365003,1.110275,0.9651979,-0.03022877,0.004334478,0.9710083,-0.04322668,-0.001546001,0.00253713
-0.6332174,1.375263,1.697778,-0.04430355,-0.004714486,0.9155724,-0.03994473,-0.001276623,0.002218926
-0.6332174,1.375263,1.352108,-0.03973725,-0.0003900444,0.8580365,-0.0382305,-0.001323773,0.002683072
-0.6332174,1.375263,1.145939,-0.02768375,0.0009972221,0.9403212,-0.04676947,-0.00125323,0.002505409
-0.9636123,2.233167,1.145939,-0.02768375,0.0009972221,1.091643,-0.04499047,-0.001631568,0.002119302
-0.4185527,1.600973,1.133307,-0.0258681,0.005423409,0.8915241,-0.03835472,-0.001075603,0.001992343
-0.7911312,1.853754,0.978493,-0.02132264,0.007000178,1.050997,-0.03812729,-0.00138004,0.002266911
-0.7911312,1.853754,1.183494,-0.03275203,2.67511e-05,1.122912,-0.03917185,-0.001375762,0.001808224
-0.443709,1.256397,0.7151721,-0.01551765,0.006018766,1.086707,-0.03717406,-0.001392723,0.001835993
-0.6256665,1.269516,1.679514,-0.05235855,-0.005325626,1.16964,-0.03909145,-0.001048674,0.001462026
-0.6256665,1.269516,1.078226,-0.02820543,0.005817605,1.053534,-0.04647366,-0.001677068,0.002744807
-0.791908,1.277633,1.187799,-0.03012961,-0.00159911,1.023094,-0.03169427,-0.001417383,0.001507464
-0.791908,1.277633,0.8499312,-0.02660781,0.003987036,0.8538472,-0.04235325,-0.001493649,0.002739598
-0.9513591,1.603672,1.208676,-0.02235136,0.0006525358,0.9817032,-0.043087,-0.001885443,0.002558739
-0.7009434,1.818585,0.973632,-0.03176159,0.00348667,0.8692468,-0.04088269,-0.001738302,0.002827066
-0.58456,1.52442,1.263261,-0.0329418,0.0009893955,1.282962,-0.04055691,-0.001522641,0.00120743
-0.58456,1.52442,1.149106,-0.02672999,-0.0003165539,1.03697,-0.03378783,-0.001074249,0.00162939
-0.58456,1.52442,1.290024,-0.02473301,0.001622158,0.9475572,-0.04227502,-0.001394111,0.00228678
-0.5720557,1.265432,1.303117,-0.0372416,0.002477194,1.067429,-0.04258787,-0.001798238,0.002285095
-0.6322842,1.901139,1.305847,-0.03475396,-0.001911844,1.067429,-0.04258787,-0.001798238,0.002285095
